jugador;pais;posicion;equipo;liga;edad;partidos_jugados;partidos_titular;minutos_jugados;goles_sin_penalties;npxG+xA;goles;disparos;disparos_a_puerta;%_disparos_a_puerta;goles/disparo;goles/disparo_a_puerta;distancia_media_disparo;tiros_libres_lanzados;penalties_marcados;penalties_intentados;xG;npxG;npxG/Sh;G-xG;npG-xG;pases_completados;pases_intentados;%_pases_completados;valor_de_mercado
Caoimhín Kelleher;IRL;GK;Liverpool;eng Premier League;22;2;2;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;90;90;4750000
Carles Aleñá;ESP;MF;Getafe;es La Liga;23;33;30;2320;1;3,6;1;47;14;29,8;0,02;0,07;23,2;0;0;0;2;2;0,04;-1;-1;689;860;80,1;11600000
Carles Pérez;ESP;MF,FW;Roma;it Serie A;23;19;3;554;1;2;1;28;8;28,6;0,04;0,13;20,8;1;0;0;1,4;1,4;0,05;-0,4;-0,4;210;248;84,7;6000000
Carlo Pinsoglio;ITA;GK;Juventus;it Serie A;31;1;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;11;90,9;375000
Carlos Akapo;EQG;DF;Cádiz;es La Liga;28;25;21;1844;0;0,9;0;10;1;10;0;0;19,3;0;0;0;0,4;0,4;0,04;-0,4;-0,4;630;849;74,2;966666
Carlos Bacca;COL;FW;Granada;es La Liga;34;17;4;513;0;1,2;0;9;2;22,2;0;0;14,4;0;0;0;0,8;0,8;0,08;-0,8;-0,8;71;109;65,1;1292857
Carlos Clerc;ESP;DF;Levante;es La Liga;29;19;18;1514;0;1;0;2;0;0;0;0;14,4;0;0;0;0,2;0,2;0,12;-0,2;-0,2;673;873;77,1;2328571
Carlos Gruezo;ECU;MF;Augsburg;de Bundesliga;26;17;9;970;0;0,6;0;10;0;0;0;0;22,8;0;0;0;0,5;0,5;0,05;-0,5;-0,5;252;312;80,8;4057142
Carlos Martín;ESP;DF;Atlético Madrid;es La Liga;19;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;50;150000
Carlos Neva;ESP;DF;Granada;es La Liga;25;26;24;2108;0;2,2;0;6;1;16,7;0;0;18,7;0;0;0;0,9;0,9;0,16;-0,9;-0,9;691;959;72,1;3666666
Carlos Soler;ESP;MF;Valencia;es La Liga;24;32;28;2474;4;7,3;11;33;14;42,4;0,12;0,29;24,1;6;7;7;8,1;2,8;0,09;2,9;1,2;680;984;69,1;40000000
Carney Chukwuemeka;ENG;MF,FW;Aston Villa;eng Premier League;17;12;2;301;0;1,5;0;4;1;25;0;0;15,9;0;0;0;0,6;0,6;0,14;-0,6;-0,6;98;120;81,7;7000000
Casemiro;BRA;MF;Real Madrid;es La Liga;29;32;31;2569;1;5;1;41;9;22;0,02;0,11;24,5;1;0;0;2,4;2,4;0,06;-1,4;-1,4;1714;1983;86,4;55714285
Casimir Ninga;CHA;FW;Angers;fr Ligue 1;28;16;3;409;0;1;0;9;1;11,1;0;0;11,8;0;0;0;0,9;0,9;0,1;-0,9;-0,9;62;78;79,5;1260000
Castello Lukeba;FRA;DF;Lyon;fr Ligue 1;18;24;24;2095;2;1,8;2;6;3;50;0,33;0,67;8;0;0;0;1,7;1,7;0,28;0,3;0,3;1511;1654;91,4;9816666
Cedric Gondo;CIV;FW;Salernitana;it Serie A;24;14;10;699;1;2,1;1;20;9;45;0,05;0,11;15;0;0;0;1,4;1,4;0,07;-0,4;-0,4;130;174;74,7;770000
Cedric Itten;SUI;FW;Greuther Fürth;de Bundesliga;24;12;7;635;2;2,8;2;16;9;56,3;0,13;0,22;13,9;0;0;0;2,7;2,7;0,17;-0,7;-0,7;90;151;59,6;3000000
Cedric Teuchert;GER;MF,FW;Union Berlin;de Bundesliga;24;6;0;105;0;0,3;0;3;1;33,3;0;0;14,7;0;0;0;0,2;0,2;0,07;-0,2;-0,2;20;30;66,7;1383333
Cengiz Ünder;TUR;FW,MF;Marseille;fr Ligue 1;24;32;25;2200;9;10,2;10;58;20;34,5;0,16;0,45;19,1;1;1;1;6,6;5,8;0,1;3,4;3,2;712;957;74,4;19000000
Cenk Tosun;TUR;FW;Everton;eng Premier League;30;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;3312500
Cesc Fàbregas;ESP;MF;Monaco;fr Ligue 1;34;2;0;38;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;53;79,2;3500000
Charles Abi;FRA;FW;Saint-Étienne;fr Ligue 1;21;1;1;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;33,3;2016666
Charles Aránguiz;CHI;MF;Leverkusen;de Bundesliga;32;26;16;1578;1;3,3;1;11;3;27,3;0,09;0,33;19;0;0;0;1,6;1,6;0,15;-0,6;-0,6;911;1087;83,8;5400000
Charles Boli;FRA;MF;Lens;fr Ligue 1;22;4;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;21;81;440000
Charlie Cresswell;ENG;DF;Leeds United;eng Premier League;18;5;1;141;0;0,1;0;1;0;0;0;0;10;0;0;0;0,1;0,1;0,08;-0,1;-0,1;72;96;75;2840000
Charlie Goode;ENG;DF;Brentford;eng Premier League;25;6;4;450;0;0,5;0;2;0;0;0;0;10,5;0;0;0;0,1;0,1;0,07;-0,1;-0,1;190;300;63,3;750000
Charlie Taylor;ENG;DF;Burnley;eng Premier League;27;31;30;2731;0;3,7;0;7;0;0;0;0;21,6;0;0;0;0,2;0,2;0,03;-0,2;-0,2;977;1364;71,6;3600000
Cheick Doucouré;MLI;MF;Lens;fr Ligue 1;21;34;33;2946;1;4,6;1;31;11;35,5;0,03;0,09;22,1;0;0;0;1,5;1,5;0,05;-0,5;-0,5;1699;1940;87,6;13857142
Cheikh Niasse;SEN;MF,FW;Lille;fr Ligue 1;21;4;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;25;80;1325000
Cheikhou Kouyaté;SEN;MF;Crystal Palace;eng Premier League;31;27;23;1974;0;1,3;0;8;0;0;0;0;19,2;0;0;0;0,6;0,6;0,07;-0,6;-0,6;657;789;83,3;5000000
Chem Campbell;WAL;MF;Wolves;eng Premier League;18;1;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;10;90;750000
